AÑO;IDNOREMP;CORRELA;IDOJ1;IDAIO;BRUTA;ARRIENDO;SERV_INT;PUBLICI;TRANSP;SERV_EXT;TOTAL_REM;VENTA;TOT_PERSO;INV_PRO;CTO
2017;984737;472;14;2010;1051328;;130163;20477;30191;144012;508497;12223840;24;1490885;11172512
2017;984690;472;11;2005;104579;4878;6499;500;4126;3740;40000;579225;3;61553.5;474646
2017;984682;4711;11;1997;2402631;21590;304817;6862;220005;87375;663000;15923698;48;926941;13521067
2017;984651;472;3;2007;4829934;278810;298575;252863;231576;167198;1575416;25849200;78;1393470.5;21019266
2017;984646;4711;14;2009;4211991;508370;323632;80668;377910;161195;2705740;41645177;171;2657959.5;37433186
2017;984641;472;14;2010;2331421;246266;182096;249143;226011;69192;918453;19428511;63;1377018.5;17097090
2017;984626;472;14;2012;347911;37800;27750;2300;26850;8400;202035;5019569;14;132836;4671658
2017;984623;472;14;2012;1407680;80648;98740;61942;48973;40288;508704;9810383;34;627809;8402703
2017;984621;472;11;2010;5861227;8600;200760;31200;203248;71162;634600;18713248;51;9213093.5;12852021
2017;984605;472;11;2006;261981;120584;38256;;;53681;188077;1597975;11;20474.5;1335994
2017;984604;472;11;2004;750248;;63667;;;20918;495455;4016046;39;627336.5;3265798
2017;984599;472;11;1988;438452;;44916;;11200;3600;305370;3131802;25;311530;2693350
2017;984598;472;11;1998;131951;;24100;1000;4800;3000;381213;601700;29;528500;469749
2017;984591;472;14;2010;801053;65254;110322;4425;85250;25982;511863;5599451;24;365112;4798398
2017;984565;472;11;2005;1605558;84979;96653;8060;94436;108708;489331;7102465;41;156004;5496907
2017;984564;472;11;2000;678702;54000;60976;384;40575;32667;235929;6833775;19;323913;6155073
2017;984551;472;11;1997;;;;;;;;16217243.4;;;
2017;984547;472;11;2006;946370;51659;91611;4737;6385;38968;406032;6241256;32;693109;5294886
2017;984546;472;14;2002;959339;;116586;;50215;3972;390665;7254966;29;346381;6295627
2017;984533;472;11;2002;180271;6000;29008;;56051;2911;232308;991721;17;46150;811450
2017;984531;472;11;2004;385295;1457;70708;;1992;;265037;2140529;19;640465.5;1755234
2017;984530;472;11;2005;186632;20294;18045;;1263;;92642;607725;6;411011.5;421093
2017;984529;472;11;1990;357867;18000;21456;;;9490;247879;6410616;24;213400;6052749
2017;984521;472;11;1972;875588;;112353;7644;35548;14475;94634;6419817;8;111213.5;5544229
2017;984513;472;11;2004;13964;;445;;;;13141;538296;1;242121;524332
2017;984498;472;11;1996;811332;;62936;2029;17286;29745;336766;3120089;19;80653.5;2308757
2017;984439;472;14;1998;;;;;;;;16217243.4;;;
2017;984422;472;14;2001;708776;109896;51056;59193;46797;5995;283598;4984480;19;285188.5;4275704
2017;984386;472;14;2002;887060;44520;39100;4000;;3000;597091;1487060;56;42279.5;600000
2017;984334;472;14;2006;241930;26950;44561;690;;6864;199497;2661890;14;105069.5;2419960
2017;984311;472;14;2007;34323055.33;3311079.667;3994030.667;1710443.333;2267209.333;1470145.667;7907432.667;222497237;798.3333333;15484461;188174181.7
2017;984260;472;14;2009;2427209;562681;157782;19739;43043;40201;561559;4581240;48;279466.5;2154031
2017;984254;472;14;2012;818642;36200;125516;14551;1234;25727;421058;8303648;30;1067523;7485006
2017;984235;472;14;2010;519015;146178;144267;7027;63787;15976;557161;8957544;40;1410159.5;8438529
2017;984194;472;14;2011;2779331;24261;32564;;986041;39754;1161998;17680348;69;3887.5;14901017
2017;984189;472;14;2011;824158;72000;150436;3624;1537;4345;441185;6390060;31;508855;5565902
2017;984172;472;14;0;;;;;;;;16217243.4;;;
2017;984168;472;14;2012;3027814;382909;434015;608;201685;162284;1067988;39437472;77;2321883.5;36409658
2017;984165;472;14;2013;34323055.33;3311079.667;3994030.667;1710443.333;2267209.333;1470145.667;7907432.667;222497237;798.3333333;15484461;188174181.7
2017;984154;472;14;2012;607110;69000;127045;;52350;36850;397550;6858000;30;73583.5;6250890
2017;984153;472;11;2012;330421;44000;14353;;134;2025;326977;4588873;20;691634;4258452
2017;984149;472;14;2013;1013221;57566;74653;;128661;84928;478143;5518472;57;222145;4505251
2017;984143;472;14;2013;2432366;413596;167918;56381;111025;161322;657721;16473866;50;1480671.5;14041500
2017;984139;472;14;0;;;;;;;;16217243.4;;;
2017;984114;472;11;2000;1681247;;83874;;724366;25711;491887;7941372;28;229202;6260125
2017;984113;472;11;2011;2138296;75280;192507;38222;93890;46656;695816;12227842;58;663700.5;10089546
2017;984091;472;14;2008;1921282;114;177070;4394;58198;19723;853455;15577954;48;2297941;13656672
2017;984080;472;14;2011;1803344;92350;161098;21720;133800;70822;732709;10989200;35;1913920.5;9185856
2017;984071;472;11;2006;416484;;28731;1494;5990;2383;259421;3665698;20;651129.5;3249214
2017;984070;472;11;2003;315428;10200;28199;1640;673;15093;180085;2280219;13;209207;1964791
2017;984069;472;11;1998;1822033;;227002;3592;;1835;875719;22771215;51;1167238.5;20949182
2017;984068;472;11;2008;1712397;186820;173465;25591;76330;103175;679334;12329354;55;712304.5;10616957
2017;984064;472;14;2010;853294;58581;11700;;131402;62230;330393;13156947;25;2885647.5;12303653
2017;984052;472;14;2011;770277;30360;105949;25002;59722;26018;320684;9970350;24;536898.5;9200073
2017;984032;472;11;2005;274260;30000;28932;2802;21765;16308;161511;2535260;13;177936;2261000
2017;984029;472;11;1997;617105;70315;33420;3481;22341;35078;209175;6510096;16;20580;5892991
2017;984021;4711;11;2011;356352;16646;46061;;20851;18303;165662;5516911;13;91921;5160559
2017;983963;472;14;2007;167212;6864;5816;;;438;65537;2541531;8;56555.5;2374319
2017;983911;472;14;2009;506413;;72984;;9252;13858;208592;2665799;17;23626.5;2159386
2017;983882;4711;11;2013;526905;17796;212669;;198;66199;;2026558;10;844280.5;1499653
2017;983879;472;14;2012;441646;72326;19068;;4136;464;130231;2597908;9;2215422.5;2156262
2017;983817;472;11;1981;1031797;24937;10096;;;2300;138055;2258667;12;1827056;1226870
2017;983778;472;14;2012;309144;2000;37105;;;;190760;1980323;17;11651.5;1671179
2017;983732;472;11;1997;324242;;39492;22960;;3583;118279;2509470;11;246961;2185228
2017;983719;472;14;2011;18926;6196;1648;;;;6524;40715;2;1779;21789
2017;983715;4711;4;1996;289082;4000;16200;1200;9400;8100;177000;1815439;14;641000;1526357
2017;983655;472;14;2008;1792719;153126;59412;548;26617;7129;358735;5904520;19;706802.5;4111801
2017;983650;472;4;1985;356565;;12119;;9322;148;142315;3836699;10;573881.5;3480134
2017;983649;472;5;2008;876690;148027;30697;;103354;5260;180121;10652022;13;990925.5;9775332
2017;983629;472;11;1990;;;;;;;;16217243.4;;;
2017;983622;472;11;2003;622639;90000;64334;;46533;2656;199019;5976230;15;585228.5;5353591
2017;983587;472;11;2001;305232;197;30655;648;230;2855;139670;4120637;12;878207.5;3815405
2017;983568;472;11;2001;371095;47128;20163;;;173;155394;3685974;11;761722;3314879
2017;983563;472;14;2010;516108;133246;7498;;1020;890;70188;3098545;5;478282;2582437
2017;983551;472;11;1997;335304;7750;19110;;;1365;;11160659;19;472906;10825355
2017;983512;472;14;2010;;;;;;;;16217243.4;;;
2017;983489;472;14;2011;197524;58026;56998;;34636;12111;541180;3262713;34;404000;3065189
2017;983480;472;11;2012;296352;32400;14229;5800;20700;7800;140340;1092347;11;91707;795995
2017;983478;472;11;2004;1438017;14793;152470;;23455;21944;725709;13749655;45;2218106;12311638
2017;983469;4711;11;1998;284431;26899;31621;555;2132;7018;116110;2234377;10;266224;1949946
2017;983462;472;11;2003;370846;12000;37462;;10069;8890;148238;3778796;12;436459.5;3407950
2017;983461;472;11;1999;852179;;62979;7116;45719;56079;312234;8101460;23;108138;7249281
2017;983449;472;11;2011;628798;45533;31764;;28981;4592;78672;5103128;6;40945.5;4474330
2017;983426;4711;11;1999;;;;;;;;16217243.4;;;
2017;983413;472;14;2003;657837;12000;52000;;943;137775;195581;3673472;10;;3015635
2017;983385;472;14;2011;;;;;;;;16217243.4;;;
2017;983361;472;14;2011;767845;90000;60389;34465;19946;6769;316733;6483157;22;596346;5715312
2017;983320;472;11;2003;244580;12000;22926;;319;13240;129765;3139698;11;357682.5;2895118
2017;983307;472;14;2009;1960172;26218;80544;;119280;92124;229590;12830000;17;175365.5;10869828
2017;983265;4711;4;2008;463741;68724;23052;;15963;4454;138265;3564656;8;147830;3100915
2017;983250;472;14;2010;;;;;;;;16217243.4;;;
2017;983241;472;14;2010;450327;4700;4000;;;15945;314660;2387156;14;31435;1936829
2017;983218;472;11;1997;402086;16750;30786;;3221;1430;189196;2887923;12;;2485837
2017;983203;472;13;2010;8248819;6644828;209029;214264;126004;219026;1670603;14817697;85;3752053;6568878
2017;983200;472;14;2006;371657;39731;8076;;21985;;111520;1858370;7;81885;1486713
2017;983187;472;11;1987;925867;;71594;5684;23939;29018;429240;7007529;35;505777.5;6081662
2017;983169;472;11;2004;25733;;638;;;;39076;65901;5;;40168
2017;983155;4711;4;1991;1142435;98572;181761;12661;49810;36999;318970;5509935;21;1046073.5;4367500
2017;983141;472;11;2002;460456;;35254;;;2760;180074;4905742;13;436818.5;4445286
2017;983124;472;11;2001;625500;;43873;;6000;9430;277871;1564800;21;1512750;939300
2017;983109;472;11;2001;277340;42000;28881;;11114;5768;142164;2477753;13;325317.5;2200413
2017;983072;472;11;2004;239300;15500;26523;1500;1589;784;149495;913422;9;18624.5;674122
2017;983044;4711;11;1997;123080;13664;44093;;;1132;97554;2101851;9;285285;1978771
2017;983037;4711;4;1987;837038;327645;37146;;;128;281749;1618819;15;;781781
2017;983020;472;4;1999;6163;18000;18258;;;;11816;94583;5;100382;88420
2017;983009;472;14;2008;895129;;108226;15500;43840;56569;257745;7353917;18;151229;6458788
2017;983006;4711;11;1992;170172;9678;29306;128;329;;126719;1860749;9;845288.5;1690577
2017;982987;472;11;1999;715095;42419;37188;625;16982;48100;247874;4431129;16;272359.5;3716034
2017;982930;4711;4;2008;1094621;83099;67257;;3160;24458;528206;14359364;22;1590741.5;13264743
2017;982922;472;14;2014;332279;18000;9189;1800;8205;11871;121411;3774907;9;187573.5;3442628
2017;982895;472;14;2003;967482;57119;86877;33349;41342;55429;330878;9283567;19;376250;8316085
2017;982887;4711;11;2005;;;;;;;;16217243.4;;;
2017;982801;4711;4;2004;423811;;25358;;;8290;105189;4657205;10;748807.5;4233394
2017;982800;472;14;2001;197605;48000;9182;;;1000;123130;681395;8;11101;483790
2017;982790;472;11;2004;223878;21600;15338;1200;;3614;193363;1512983;10;379120;1289105
2017;982758;472;11;1996;851284;36897;46661;4211;33527;9425;134845;10753559;24;1359969;9902275
2017;982734;4711;11;2002;416752;56574;38833;;16781;31666;199296;2315403;10;172905.5;1898651
2017;982726;472;4;2007;1139375;80369;45153;3590;23125;14090;254969;8205536;16;124858;7066161
2017;982705;472;14;2005;524824;9600;43098;;1500;109;128942;10042398;10;8113;9517574
2017;982704;472;11;1996;273864;31200;55153;;;4305;147973;5006422;14;415737.5;4732558
2017;982687;472;11;1998;385041;;25823;16632;17612;2223;172706;1336630;13;61159;951589
2017;982659;472;4;2007;1561683;270435;35967;15432;35440;37187;527715;6645387;30;68184;5083704
2017;982643;472;11;2005;797896;14400;14850;;112750;;320588;2412060;14;50000;1614164
2017;982642;4711;11;1987;384406;73176;37173;;4765;2559;162630;4542339;11;466509;4157933
2017;982636;4711;11;1991;701942;;64426;;37164;11200;165222;9619889;14;877944;8917947
2017;982587;472;11;1982;322742;;22915;;21600;16945;142201;2304586;12;163976.5;1981844
2017;982556;472;4;2004;445014;121817;37558;1985;13332;23788;236240;2894992;11;453186.5;2449978
2017;982507;472;11;2004;94139;12000;3950;356;1433;756;52393;992560;5;239839;898421
2017;982489;472;11;1995;786298;12000;46403;;349;10628;228078;7607245;17;426397.5;6820947
2017;982487;472;11;1991;226000;91000;52300;1600;9800;6800;125551;628000;9;3500;402000
2017;982432;472;11;1975;2269159;;42548;;78884;43569;259885;11610841;18;1038130.5;9341682
2017;982413;4711;4;1994;845484;74029;79852;;156000;531;294748;1702560;19;;857076
2017;982409;472;14;2002;218791;6000;19374;;30546;1194;127896;740656;7;24967.5;521865
2017;982400;472;11;1997;106518;22800;21422;;185;13104;147910;2409981;11;420265;2303463
2017;982368;472;14;2004;;;;;;;;16217243.4;;;
2017;982366;472;4;2007;116087;24811;5658;;14437;733;230912;1618861;15;229139.5;1502774
2017;982351;472;14;2011;951791;29415;13264;;44231;37225;264498;8577173;22;;7625382
2017;982344;472;14;2011;841246;21338;47426;;79200;;291385;8362670;25;231239;7521424
2017;982327;472;14;2011;961151;16909;57005;;;29368;369215;10611512;26;1222032.5;9650361
2017;982315;472;14;2010;736579;171023;105452;;24413;25285;142365;2671805;12;131942;1935226
2017;982293;472;14;2012;369362;97493;20236;;;669;142609;3016683;10;429412;2647321
2017;982292;472;11;1997;424655;;11392;;;8232;164758;12221090;13;1346282;11796435
2017;982275;472;4;2007;143437;17580;4711;;;10048;;2138844;5;321441.5;1995407
2017;982234;472;14;2013;1166293;157750;31772;;418;45450;256993;7634746;21;106059.5;6468453
2017;982228;472;14;2013;701899;;13763;;15166;9850;179601;2886245;14;21100;2184346
2017;982214;472;14;2013;755130;42100;34832;;413953;;160437;6197217;13;52733;5442087
2017;982209;472;11;2007;572963;81236;44303;70;28372;13403;223254;5303443;15;747298;4730480
2017;982179;472;14;2011;892837;24000;68032;1340;38638;13270;462179;5403067;33;279544.5;4510230
2017;982177;472;14;2012;1409541;119680;31854;;;11936;461326;25887584;25;2376108;24478043
2017;982171;4711;14;2012;315695;150043;15270;;;;152064;2403299;9;609301;2087604
2017;982170;472;14;2012;1322123;222198;81733;27546;121548;79134;504878;4566667;28;643378;3244544
2017;982166;472;14;2011;222830;78000;12724;1000;1050;1631;164994;965484;11;6977;742654
2017;982157;472;14;2012;300819;7000;95216;;54000;1920;80265;3447262;6;120435;3146443
2017;982150;4711;11;2012;361646;73357;59359;;36554;12290;137075;2758530;9;309523.5;2396884
2017;982122;472;14;2001;695655;50826;36132;1042;6809;1700;62710;2953950;5;33600.5;2258295
2017;982104;472;14;2013;2123719;446398;86425;1163;187028;121632;997219;10468844;77;666648;8345125
2017;982097;472;14;2013;10161678.33;244460.6667;913451.6667;37736;301629;1013884.333;3407724.667;55061927.67;237.6666667;;44900249.33
2017;982085;4711;11;1986;121058;;5177;502;3751;2000;135409;1710423;9;499805;1589365
2017;982059;4711;11;2002;146276;13980;51573;1200;998;10115;129655;2377098;12;1129286;2230822
2017;981989;472;11;2009;316745;21728;25893;370;22499;38706;98186;2668161;5;118662.5;2351416
2017;981937;472;14;2009;627278;180501;131998;14327;27778;17542;254689;5452798;20;1498921;4825520
2017;981909;472;14;2010;403870;42000;43563;;5238;2080;12295;1330472;3;513239;926602
2017;981906;472;14;2013;725100;154294;38360;;165;;360309;3072457;29;2309298;2347357
2017;981844;4711;11;1992;260188;8400;12110;;3057;;167744;1839892;12;70747.5;1579704
2017;981828;472;14;2013;686275;14365;89023;5887;19103;19332;244702;3794275;16;168779.5;3108000
2017;981775;472;11;2013;111600;15850;9729;2780;12574;4600;54053;234000;6;48011;122400
2017;981743;472;14;2010;446998;12940;105207;;;66176;337863;2954512;22;479771;2507514
2017;981686;472;11;0;;;;;;;;16217243.4;;;
2017;981683;4711;11;1999;120174;25500;31508;452;2150;8781;34809;1072000;4;110077.5;951826
2017;981673;472;11;2009;505322;43026;43002;4887;19474;8594;194216.5;2938985;14;19243.5;2433663
2017;981598;472;11;2014;313611;;44855;;22298;3969;122682;2148025;8;204738.5;1834414
2017;981591;472;14;2006;750313;19200;50788;;8012;14771;387076;5797302;25;74001.5;5046989
2017;981590;472;14;1995;182803;;18069;1300;9416;11463;124733;7169464;11;790150.5;6986661
2017;981580;472;11;2001;381032;36227;79646;6657;2502;15210;187449;7620648;15;763437;7239616
2017;981523;472;4;2002;933924;220249;43560;11992;50390;41292;110220;2913993;8;513223;1980069
2017;981500;472;14;2012;881318;;58240;;109588;3028;237144;3999295;19;;3117977
2017;981497;472;14;2010;357384;22967;22956;6552;47252;14653;100728;1697907;7;9590.5;1340523
2017;981425;472;14;2013;1995320;38486;66023;948;777345;29837;348341;5034787;31;139758;3039467
2017;981386;472;14;2010;2234220;108816;71406;;58313;261672;578271;12831444;41;1136853;10597224
2017;981361;472;11;2002;401572;66773;33683;;250;15233;238602;6692864;11;1528787.5;6291292
2017;981314;472;11;1991;243297;45327;3091;;;345;87363;773434;8;905540;530137
2017;981267;472;11;2010;361389;;58239;;;;80496;3275285;8;530219.5;2913896
2017;981246;472;11;1998;593279;108402;49009;;3237;1938;175229;2622373;9;770064.5;2029094
2017;981222;4711;11;2001;549370;53869;20811;;14341;11362;164960;5549720;12;925918.5;5000350
2017;981196;472;11;2002;1404829;;206301;9604;12952;126501;440980;6626927;30;2587;5222098
2017;981168;472;11;1996;1016876;;134107;6800;58405;12070;89957;2144876;8;;1128000
2017;981114;4711;11;2009;406744;;62655;340;591;18129;180312;4066055;14;217805.5;3659311
2017;981106;472;14;2014;731342;80699;92076;4692;30292;4687;255117;4302015;14;73349;3570673
2017;981097;4711;11;1989;688204;40800;89957;2640;83448;6444;252829;7230223;14;637392.5;6542019
2017;981013;472;11;2000;5966;;4050;;;3850;;65616;1;;59650
2017;981000;472;11;2008;116317;60000;14900;;6000;3000;65980;386317;5;96496;270000
2017;980999;472;11;2013;419829;11300;35715;;;;286641;2154074;20;664101.5;1734245
2017;980992;472;14;2010;418058;66442;18792;160;1050;;167821;937942;8;1053.5;519884
2017;980978;472;5;1971;325395;7100;17405;;;114030;141788;16434482;12;864217.5;16109087
2017;980970;472;14;2010;756262;10972;49315;;123660;22308;304392;4722307;16;24001;3966045
2017;980964;472;11;1980;314000;;52230;4200;10995;15500;143904;2525000;12;33500;2211000
2017;980954;472;11;2004;266200;19261;29409;;6500;;135931;2095200;10;55950;1829000
2017;980952;472;11;2004;84169;12000;6192;;239;;96964;1149540;6;178902.5;1065371
2017;980944;472;11;2012;456761;10200;30995;5209;3983;4536;113649;3557328;9;186;3100567
2017;980942;472;14;2011;931863;47566;94039;3739;41773;23800;418567;6125596;14;22673;5193733
2017;980929;472;11;2007;1005593;;45192;40996;43497;194800;231906;6915140;18;197616;5909547
2017;980923;472;14;2010;4338804;731768;212469;66188;25302;364541;1101401;6966230;73;117903.5;2627426
2017;980889;472;11;2000;273902;39649;14864;;;6753;151883;468703;16;25188;194801
2017;980886;472;11;2006;403469;27145;35071;;29297;;262058;882820;19;242775.5;479351
2017;980885;4711;14;1977;343229;32580;57408;;33000;2264;172936;2145993;12;365387.5;1802764
2017;980872;472;14;2010;1288702;93118;69801;45208;39189;44635;311957;12591517;22;2152910.5;11302815
2017;980848;472;14;2009;318847;94404;34767;;;41456;128759;2822173;12;1447426.5;2503326
2017;980818;472;14;2011;893890;13000;53735;4960;28804;19801;368612;8059476;21;591395.5;7165586
2017;980802;472;14;1989;353391;27633;48694;4784;3932;12948;154029;682104;12;69145.5;328713
2017;980788;472;11;1973;236945;24000;2573;;;;163840;1766651;13;223991.5;1529706
2017;980777;472;11;2012;319041;1;1653;;;41000;143717;4028607;9;;3709566
2017;980771;472;11;2004;642434;61574;13466;;33526;44150;233791;1004546;13;;362112
2017;980767;472;11;1998;400841;1000;40112;;15910;;160474;4008406;11;2323115.5;3607565
2017;980763;472;5;2004;1263741;152244;53954;65317;122219;30047;303127;2330263;12;655969;1066522
2017;980760;472;14;2004;665764;50207;59273;10420;79046;27688;180144;4503055;14;280015;3837291
2017;980724;472;11;2012;953435;89617;31429;;13597;32506;281708;8025712;24;770058;7072277
2017;980713;472;11;1997;3145928;108474;176700;11325;163205;429720;1741749;9291891;114;;6145963
2017;980709;472;11;2011;40522;9584;10208;;;1458;38547;384125;4;53072.5;343603
2017;980699;472;11;2004;479810;1184;40135;2330;9971;235;204872;5216453;15;381607;4736643
2017;980698;472;11;2005;823799;40000;98423;;25958;4003;466967;7670380;35;580729;6846581
2017;980680;472;11;2004;150898;7200;20889;2900;6597;6324;13778;1149215;3;237413.5;998317
2017;980653;472;14;2013;1356555;88836;79868;16457;261933;23907;398354;10725888;32;684205;9369333
2017;980635;472;11;2001;324878;;49692;;1468;10780;135450;1319644;9;442467;994766
2017;980631;472;14;2010;1781446;69191;199432;3310;154097;79096;593367;8029246;66;84948;6247800
2017;980612;472;14;2006;633890;72000;75534;5740;121577;51120;136822;4066650;13;147527.5;3432760
2017;980602;472;11;2003;273404;28542;27371;3845;3520;11290;59968;1841546;8;258941;1568142
2017;980598;472;14;2013;445559;101084;61557;155;26236;18852;185746;2837657;14;312941.5;2392098
2017;980588;472;4;2006;61395;18000;3986;;221;;43519;507629;5;54104.5;446234
2017;980578;472;14;2013;2255416;170000;234349;;216000;21717;1430236;6812000;120;152229.5;4556584
2017;980569;472;11;2005;382876;;20743;;12166;773;185813;942072;15;4240;559196
2017;980540;472;11;2011;710988;45218;10170;;1695;;357444;5342203;27;913064.5;4631215
2017;980522;472;11;1996;390683;;21936;1369;20322;2210;193149;7490731;14;512888;7100048
2017;980521;472;4;1997;208164;9868;43305;;1537;956;130004;3469404;10;450327;3261240
2017;980503;472;11;2009;610476;39520;77348;;115713;40050;371258;1031126;28;25322;420650
2017;980502;472;11;2005;729000;21000;5578;175;9698;15750;359722;2304811;18;618.5;1575811
2017;980461;472;11;1993;583900;2100;45150;3900;39400;90900;196000;2484000;11;15250;1900100
2017;980458;472;2;2011;625607;23839;100737;16935;42692;32239;347559;5369220;16;129824.5;4743613
2017;980445;472;11;2004;907365;;75084;65;183351;13745;402746;2146645;30;115020.5;1239280
2017;980441;4711;11;1996;106219;;35335;481;530;2450;255904;2961104;19;197986.5;2854885
2017;980423;472;11;1986;379565;;18989;940;4365;30067;178102;7750990;13;130242.5;7371425
2017;980418;472;11;2004;465491;8720;7230;;14725;9312;201776;998367;14;2000;532876
2017;980406;4711;11;2010;372581;13572;70789;1650;4966;4617;190009;2661292;15;944827;2288711
2017;980401;472;3;2000;223883;;33478;1960;9568;226;212970;8233937;14;414307;8010054
2017;980394;472;11;2001;718031;1601;54139;927;23319;29968;357482;6439501;21;1482372;5721470
2017;980343;472;14;2010;2269932;431562;3950;;280211;222606;472832;17907341;28;197694;15637409
2017;980339;472;14;2012;585817;35875;68548;160;14669;12256;298708;2727085;14;502948.5;2141268
2017;980331;472;14;2012;283382;93986;75481;;286;14527;118252;745215;7;14707;461833
2017;980315;472;14;2013;1224495;56000;78732;4420;364;10275;293558;4990628;25;93561;3766133
2017;980313;472;14;2013;1129101;76261;134897;1111;57859;33633;498309;5119362;12;386286.5;3990261
2017;980306;472;11;2013;895675;11263;34632;4988;26526;17359;187763;6984963;14;129218.5;6089288
2017;980291;472;11;2008;708208;50186;11050;14484;5997;814;161529;4118406;13;88450;3410198
2017;980279;472;14;2013;967043;;2616;34;279313;9695;448866;4586000;25;45.5;3618957
2017;980278;472;14;2012;331705;35000;6660;800;3607;14518;154570;3061552;10;92740;2729847
2017;980269;472;14;2012;1472810;128686;140680;32506;34560;62990;759274;12349528;44;1115883.5;10876718
2017;980231;472;14;2013;1253945;247500;169215;8070;174192;111634;393933;14642950;33;2086298;13389005
2017;980228;472;4;2007;550404;219222;27965;12050;11271;14677;137618;921097;9;1414714.5;370693
2017;980223;472;11;2006;1166615;;47474;420;2560;72223;458714;6736779;35;375065.5;5570164
2017;980215;472;14;2011;2313285;23839;48213;;33727;101483;630202;7596039;38;210373.5;5282754
2017;980213;472;11;1980;400088;17980;39650;2011;28720;4025;151818;1676230;12;6744;1276142
2017;980209;472;11;2008;440899;19320;48893;;22904;3819;182629;6930031;16;53734;6489132
2017;980205;472;11;2003;507098;;16409;29617;62160;625;141264;2953351;13;144476;2446253
2017;980186;472;11;1999;1541163;;95411;6963;110130;20937;739253;16332604;60;644149;14791441
2017;980171;472;11;2001;443755;;155035;;;;280389;4574919;21;562455.5;4131164
2017;980160;472;11;1998;224601;;20899;;23100;56002;35381;3126478;4;1828977.5;2901877
2017;980151;472;11;2006;386846;7698;13062;;1509;17997;171825;2780032;14;653093;2393186
2017;980126;472;11;2002;413112;;15480;;7397;1506;87309;3940733;6;21441.5;3527621
2017;980106;472;11;1997;747011;;59997;9120;4945;22916;311430;11458100;26;692.5;10711089
2017;980096;472;11;2000;13378294;1015213;1751060;233679;1328759;1063188;5321112;97942240;415;3768251.5;84563946
2017;980094;472;11;2011;554707;5310;15890;1100;9606;47240;120578;3077373;9;1531792.5;2522666
2017;980080;4711;14;2012;;;;;;;;16217243.4;;;
2017;980056;472;11;2004;404468;8758;30061;;20870;106846;115743;1949666;8;363474;1545198
2017;980051;4711;11;2009;420058;;70747;655;28973;6012;165023;1524383;12;305926;1104325
2017;980049;472;11;1992;351627;;57877;1760;12904;2699;242906;5041844;19;595039;4690217
2017;980046;472;11;2003;488878;;29767;2761;41074;59642;138710;7053839;11;563794;6564961
2017;980020;472;11;2008;227171;4675;44444;6152;30976;15750;57505;909782;6;9703.5;682611
2017;979995;472;11;2008;220558;10800;14923;;1300;;145049;2569027;11;872310.5;2348469
2017;979965;472;11;1998;412859;3000;15595;;9330;8342;122413;8257166;10;554376;7844307
2017;979948;472;11;1991;933526;132428;107595;20567;57545;16436;381828;9432802;25;655758;8499276
2017;979924;472;11;2006;314274;9000;50332;1190;16346;9840;55555;2903901;6;180646;2589627
2017;979921;4711;14;2014;592703;27440;53155;9078;56198;43618;201437;4188845;16;360124.5;3596142
2017;979879;472;11;1997;353190;;23222;240;14508;9305;;2059048;9;235920;1705858
2017;979851;472;11;2006;322744;;22760;;;6760;206368;2614392;17;331212;2291648
2017;979839;472;14;1999;108806;38500;6865;800;;2502;26146;521851;2;90000;413045
2017;979836;472;11;2006;530783;8600;25917;;8698;1990;237265;4799006;19;382.5;4268223
2017;979804;472;14;2010;1685669;99841;171558;7602;52651;167624;441646;9713438;22;456597.5;8027769
2017;979794;472;14;2016;1067988;100800;121921;;203971;4782;234152;6969337;20;683947;5901349
2017;979782;472;14;2011;491766;66066;21860;;98455;6707;148708;7417774;11;1045125;6926008
2017;979775;472;11;1993;117044;;8631;;;890;112954;4200160;9;324582;4083116
2017;979744;472;11;2006;495023;3300;9122;;48000;1000;;2657581;4;418348.5;2162558
2017;979741;4711;11;2008;100201;27420;18336;;;1661;68532;734990;6;444218;634789
2017;979737;472;11;1992;812461;;36403;3897;30893;6681;287755;6982442;21;230042.5;6169981
2017;979717;472;11;1999;369650;121055;75184;;;;266302;6171641;21;371660;5801991
2017;979716;472;11;2006;616541;21636;7944;3654;521;4788;315622;11518041;27;827084;10901500
2017;979698;472;14;2014;;;;;;;;16217243.4;;;
2017;979692;472;11;2000;934932;;34291;3800;;16621;122247;3754615;21;254569.5;2819683
2017;979639;472;11;2000;490720;;50761;8906;99857;66693;292749;2322385;21;225748.5;1831665
2017;979622;472;11;2002;334850;;34084;1560;3500;12150;168143;4939004;16;620340;4604154
2017;979621;472;11;2004;110166;3600;7123;;;2585;76054;3917358;5;852597;3807192
2017;979612;472;11;2001;579928;6000;6868;;3523;186844;77513;2507555;5;46789;1927627
2017;979567;472;11;1998;1295066;40581;59247;10240;43400;16386;323697;7622471;19;80191;6327405
2017;979557;472;11;2006;257556;;23397;;9537;;69533;2979671;7;94289;2722115
2017;979536;472;11;1998;2073489;157450;206369;19943;43273;37660;383635;12394081;34;1019076.5;10320592
2017;979525;4711;14;1989;197600;;27280;1260;5960;8970;89430;950000;6;158360;752400
2017;979489;472;11;2004;92085;8500;12696;2650;2000;6250;61671;1254323;7;6824;1162238
2017;979488;472;11;2002;344627;;19803;2600;128310;7100;305484;8023368;23;174924.5;7678741
2017;979484;472;11;1985;533947;51780;35069;;36159;11934;218732;3341383;13;766462.5;2807436
